States/UTs,Year,CrimeHead,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above
A & N Islands,2014,Govt. Servants (Total),0,1,3,5,0,0,0,0,0,0
A & N Islands,2014,Central/UT Govt. Servants,0,1,3,5,0,0,0,0,0,0
A & N Islands,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Private Sector Enterprises,0,27,25,19,7,0,2,2,0,0
A & N Islands,2014,Public Sector Undertaking,0,0,0,0,0,0,1,0,0,0
A & N Islands,2014,Students,0,4,0,0,0,2,11,0,0,0
A & N Islands,2014,Unemployed Persons,1,1,3,0,3,0,2,1,0,1
A & N Islands,2014,Self-employed Persons (Total),0,1,3,0,3,0,1,0,0,0
A & N Islands,2014,Business (Total),0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Vendor,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Others,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Agriculture (Total),0,1,3,0,3,0,1,0,0,0
A & N Islands,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Farmers (Sub Total),0,1,3,0,3,0,1,0,0,0
A & N Islands,2014,Have Own Land,0,1,3,0,3,0,1,0,0,0
A & N Islands,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Others,0,0,0,0,0,0,0,0,0,0
A & N Islands,2014,Daily Wage Earner,0,1,2,0,1,0,1,0,0,0
A & N Islands,2014,Retired Persons,0,0,0,0,3,0,0,0,0,0
A & N Islands,2014,Others,0,0,0,0,2,0,1,0,0,1
A & N Islands,2014,Total,1,35,36,24,19,2,26,4,2,6
Chandigarh,2014,Housewife,0,0,0,0,0,0,5,6,3,0
Chandigarh,2014,Profession/Salaried Persons (Total),0,0,12,8,0,0,11,0,0,0
Chandigarh,2014,Govt. Servants (Total),0,0,0,2,0,0,0,0,0,0
Chandigarh,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Other Statutory Body/etc.,0,0,0,2,0,0,0,0,0,0
Chandigarh,2014,Private Sector Enterprises,0,0,12,6,0,0,11,0,0,0
Chandigarh,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Students,0,17,0,0,0,0,10,0,0,0
Chandigarh,2014,Unemployed Persons,0,7,8,0,0,0,2,2,0,0
Chandigarh,2014,Self-employed Persons (Total),0,3,3,0,0,0,0,0,0,0
Chandigarh,2014,Business (Total),0,3,3,0,0,0,0,0,0,0
Chandigarh,2014,Vendor,0,3,0,0,0,0,0,0,0,0
Chandigarh,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Others,0,0,3,0,0,0,0,0,0,0
Chandigarh,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Others,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Daily Wage Earner,0,4,0,0,0,0,0,0,0,0
Chandigarh,2014,Retired Persons,0,0,0,3,1,0,0,0,0,0
Chandigarh,2014,Others,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Total,0,31,23,11,1,0,28,8,3,0
D&N Haveli,2014,Housewife,0,0,0,0,0,0,7,2,0,0
D&N Haveli,2014,Profession/Salaried Persons (Total),0,7,9,2,0,0,0,0,0,0
D&N Haveli,2014,Govt. Servants (Total),0,0,1,0,0,0,0,0,0,0
D&N Haveli,2014,Central/UT Govt. Servants,0,0,1,0,0,0,0,0,0,0
D&N Haveli,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Private Sector Enterprises,0,7,8,2,0,0,0,0,0,0
D&N Haveli,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Students,1,2,0,0,0,0,3,0,0,0
D&N Haveli,2014,Unemployed Persons,0,0,1,0,0,0,0,0,0,0
D&N Haveli,2014,Self-employed Persons (Total),0,0,0,0,1,0,0,0,0,0
D&N Haveli,2014,Business (Total),0,0,0,0,1,0,0,0,0,0
D&N Haveli,2014,Vendor,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,1,0,0,0,0,0
D&N Haveli,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Retired Persons,0,0,0,1,0,0,0,0,0,1
D&N Haveli,2014,Others,0,10,2,5,4,0,14,2,1,1
D&N Haveli,2014,Total,1,19,12,8,5,0,24,4,1,2
Daman & Diu,2014,Housewife,0,0,0,0,0,0,2,2,0,0
Daman & Diu,2014,Profession/Salaried Persons (Total),0,6,0,0,0,0,0,0,0,0
Daman & Diu,2014,Govt. Servants (Total),0,6,0,0,0,0,0,0,0,0
Daman & Diu,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Other Statutory Body/etc.,0,6,0,0,0,0,0,0,0,0
Daman & Diu,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Students,0,0,0,0,0,0,1,0,0,0
Daman & Diu,2014,Unemployed Persons,0,2,2,0,0,0,0,0,0,0
Daman & Diu,2014,Self-employed Persons (Total),0,1,1,1,0,0,0,0,0,0
Daman & Diu,2014,Business (Total),0,1,1,1,0,0,0,0,0,0
Daman & Diu,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Others,0,1,1,1,0,0,0,0,0,0
Daman & Diu,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Others,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Retired Persons,0,0,0,0,1,0,0,0,0,0
Daman & Diu,2014,Others,0,2,5,1,0,0,0,0,0,0
Daman & Diu,2014,Total,0,11,8,2,1,0,3,2,0,0
Delhi UT,2014,Housewife,0,0,0,0,0,0,142,64,12,5
Delhi UT,2014,Profession/Salaried Persons (Total),0,76,68,15,0,0,24,4,1,0
Delhi UT,2014,Govt. Servants (Total),0,6,12,1,0,0,14,1,0,0
Delhi UT,2014,Central/UT Govt. Servants,0,5,6,0,0,0,13,1,0,0
Delhi UT,2014,State Govt. Servants,0,0,2,1,0,0,1,0,0,0
Delhi UT,2014,Other Statutory Body/etc.,0,1,4,0,0,0,0,0,0,0
Delhi UT,2014,Private Sector Enterprises,0,56,33,6,0,0,5,3,0,0
Delhi UT,2014,Public Sector Undertaking,0,14,23,8,0,0,5,0,1,0
Delhi UT,2014,Students,14,130,3,0,0,7,87,0,0,0
Delhi UT,2014,Unemployed Persons,0,109,93,27,2,2,27,9,0,0
Delhi UT,2014,Self-employed Persons (Total),0,65,60,11,2,0,5,9,0,0
Delhi UT,2014,Business (Total),0,50,43,7,2,0,1,6,0,0
Delhi UT,2014,Vendor,0,11,3,1,0,0,0,0,0,0
Delhi UT,2014,Tradesmen,0,2,1,0,2,0,1,0,0,0
Delhi UT,2014,Others,0,37,39,6,0,0,0,6,0,0
Delhi UT,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Others,0,15,17,4,0,0,4,3,0,0
Delhi UT,2014,Daily Wage Earner,0,44,32,12,1,0,3,7,5,0
Delhi UT,2014,Retired Persons,0,0,0,0,4,0,0,0,0,1
Delhi UT,2014,Others,4,307,159,140,46,14,158,55,12,18
Delhi UT,2014,Total,18,731,415,205,55,23,446,148,30,24
Lakshadweep,2014,Housewife,0,0,0,0,0,0,0,1,0,0
Lakshadweep,2014,Profession/Salaried Persons (Total),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Govt. Servants (Total),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Students,0,1,0,0,0,0,0,0,0,0
Lakshadweep,2014,Unemployed Persons,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Self-employed Persons (Total),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Business (Total),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,1,0,0,0,0,0,0,0
Lakshadweep,2014,Total,0,1,1,0,0,0,0,1,0,0
Puducherry,2014,Housewife,0,0,0,0,0,0,21,21,11,6
Puducherry,2014,Profession/Salaried Persons (Total),0,6,8,7,1,0,0,4,0,0
Puducherry,2014,Govt. Servants (Total),0,0,1,0,0,0,0,0,0,0
Puducherry,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,State Govt. Servants,0,0,1,0,0,0,0,0,0,0
Puducherry,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Private Sector Enterprises,0,6,7,7,1,0,0,4,0,0
Puducherry,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Students,2,13,0,0,0,1,6,0,0,0
Puducherry,2014,Unemployed Persons,0,4,16,9,5,0,4,3,0,0
Puducherry,2014,Self-employed Persons (Total),0,8,22,15,1,0,4,0,0,0
Puducherry,2014,Business (Total),0,4,15,10,1,0,0,0,0,0
Puducherry,2014,Vendor,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Others,0,4,15,10,1,0,0,0,0,0
Puducherry,2014,Agriculture (Total),0,4,7,5,0,0,0,0,0,0
Puducherry,2014,Agricultural Labourers,0,4,7,5,0,0,0,0,0,0
Puducherry,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Others,0,0,0,0,0,0,4,0,0,0
Puducherry,2014,Daily Wage Earner,0,20,48,43,2,0,5,0,0,4
Puducherry,2014,Retired Persons,0,0,0,1,8,0,0,0,0,0
Puducherry,2014,Others,2,48,83,68,52,0,33,12,7,10
Puducherry,2014,Total,4,99,177,143,69,1,73,40,18,20
Total (States),2014,Housewife,0,0,0,0,0,17,9314,6646,2641,1206
Total (States),2014,Profession/Salaried Persons (Total),6,2705,3201,1844,201,4,785,461,216,23
Total (States),2014,Govt. Servants (Total),2,423,765,515,43,0,193,150,48,8
Total (States),2014,Central/UT Govt. Servants,1,93,187,113,11,0,48,47,15,5
Total (States),2014,State Govt. Servants,0,202,358,301,22,0,59,65,25,2
Total (States),2014,Other Statutory Body/etc.,1,128,220,101,10,0,86,38,8,1
Total (States),2014,Private Sector Enterprises,4,1875,1973,1036,126,1,494,265,134,15
Total (States),2014,Public Sector Undertaking,0,407,463,293,32,3,98,46,34,0
Total (States),2014,Students,366,3594,99,13,2,369,3248,51,3,8
Total (States),2014,Unemployed Persons,10,3181,2772,1441,789,6,699,349,173,148
Total (States),2014,Self-employed Persons (Total),12,6613,8787,5619,1742,20,1315,861,432,281
Total (States),2014,Business (Total),6,2899,3377,2150,454,4,424,258,112,61
Total (States),2014,Vendor,0,454,491,358,76,0,60,57,26,20
Total (States),2014,Tradesmen,0,436,515,344,83,2,25,15,10,5
Total (States),2014,Others,6,2009,2371,1448,295,2,339,186,76,36
Total (States),2014,Agriculture (Total),2,2784,4183,2844,1053,4,609,454,237,166
Total (States),2014,Agricultural Labourers,1,1620,2159,1391,524,2,419,290,169,119
Total (States),2014,Farmers (Sub Total),1,1164,2024,1453,529,2,190,164,68,47
Total (States),2014,Have Own Land,1,1015,1775,1275,480,1,150,145,56,43
Total (States),2014,On Contract/Lease,0,149,249,178,49,1,40,19,12,4
Total (States),2014,Others,4,930,1227,625,235,12,282,149,83,54
Total (States),2014,Daily Wage Earner,7,4245,5314,3142,1026,4,837,509,286,130
Total (States),2014,Retired Persons,2,30,59,135,542,0,13,5,8,52
Total (States),2014,Others,472,10730,9755,5852,2655,375,5264,2634,1435,754
Total (States),2014,Total,875,31098,29987,18046,6957,795,21475,11516,5194,2602
Total (UTs),2014,Housewife,0,0,0,0,0,0,184,97,28,15
Total (UTs),2014,Profession/Salaried Persons (Total),0,123,125,56,8,0,38,10,1,0
Total (UTs),2014,Govt. Servants (Total),0,13,17,8,0,0,14,1,0,0
Total (UTs),2014,Central/UT Govt. Servants,0,6,10,5,0,0,13,1,0,0
Total (UTs),2014,State Govt. Servants,0,0,3,1,0,0,1,0,0,0
Total (UTs),2014,Other Statutory Body/etc.,0,7,4,2,0,0,0,0,0,0
Total (UTs),2014,Private Sector Enterprises,0,96,85,40,8,0,18,9,0,0
Total (UTs),2014,Public Sector Undertaking,0,14,23,8,0,0,6,0,1,0
Total (UTs),2014,Students,17,167,3,0,0,10,118,0,0,0
Total (UTs),2014,Unemployed Persons,1,123,123,36,10,2,35,15,0,1
Total (UTs),2014,Self-employed Persons (Total),0,78,89,27,7,0,10,9,0,0
Total (UTs),2014,Business (Total),0,58,62,18,4,0,1,6,0,0
Total (UTs),2014,Vendor,0,14,3,1,0,0,0,0,0,0
Total (UTs),2014,Tradesmen,0,2,1,0,2,0,1,0,0,0
Total (UTs),2014,Others,0,42,58,17,2,0,0,6,0,0
Total (UTs),2014,Agriculture (Total),0,5,10,5,3,0,1,0,0,0
Total (UTs),2014,Agricultural Labourers,0,4,7,5,0,0,0,0,0,0
Total (UTs),2014,Farmers (Sub Total),0,1,3,0,3,0,1,0,0,0
Total (UTs),2014,Have Own Land,0,1,3,0,3,0,1,0,0,0
Total (UTs),2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0
Total (UTs),2014,Others,0,15,17,4,0,0,8,3,0,0
Total (UTs),2014,Daily Wage Earner,0,69,82,55,4,0,9,7,5,4
Total (UTs),2014,Retired Persons,0,0,0,5,17,0,0,0,0,2
Total (UTs),2014,Others,6,367,250,214,104,14,206,69,20,30
Total (UTs),2014,Total,24,927,672,393,150,26,600,207,54,52
Total (All India),2014,Housewife,0,0,0,0,0,17,9498,6743,2669,1221
Total (All India),2014,Profession/Salaried Persons (Total),6,2828,3326,1900,209,4,823,471,217,23
Total (All India),2014,Govt. Servants (Total),2,436,782,523,43,0,207,151,48,8
Total (All India),2014,Central/UT Govt. Servants,1,99,197,118,11,0,61,48,15,5
Total (All India),2014,State Govt. Servants,0,202,361,302,22,0,60,65,25,2
Total (All India),2014,Other Statutory Body/etc.,1,135,224,103,10,0,86,38,8,1
Total (All India),2014,Private Sector Enterprises,4,1971,2058,1076,134,1,512,274,134,15
Total (All India),2014,Public Sector Undertaking,0,421,486,301,32,3,104,46,35,0
Total (All India),2014,Students,383,3761,102,13,2,379,3366,51,3,8
Total (All India),2014,Unemployed Persons,11,3304,2895,1477,799,8,734,364,173,149
Total (All India),2014,Self-employed Persons (Total),12,6691,8876,5646,1749,20,1325,870,432,281
Total (All India),2014,Business (Total),6,2957,3439,2168,458,4,425,264,112,61
Total (All India),2014,Vendor,0,468,494,359,76,0,60,57,26,20
Total (All India),2014,Tradesmen,0,438,516,344,85,2,26,15,10,5
Total (All India),2014,Others,6,2051,2429,1465,297,2,339,192,76,36
Total (All India),2014,Agriculture (Total),2,2789,4193,2849,1056,4,610,454,237,166
Total (All India),2014,Agricultural Labourers,1,1624,2166,1396,524,2,419,290,169,119
Total (All India),2014,Farmers (Sub Total),1,1165,2027,1453,532,2,191,164,68,47
Total (All India),2014,Have Own Land,1,1016,1778,1275,483,1,151,145,56,43
Total (All India),2014,On Contract/Lease,0,149,249,178,49,1,40,19,12,4
Total (All India),2014,Others,4,945,1244,629,235,12,290,152,83,54
Total (All India),2014,Daily Wage Earner,7,4314,5396,3197,1030,4,846,516,291,134
Total (All India),2014,Retired Persons,2,30,59,140,559,0,13,5,8,54
Total (All India),2014,Others,478,11097,10005,6066,2759,389,5470,2703,1455,784
Total (All India),2014,Total,899,32025,30659,18439,7107,821,22075,11723,5248,2654
