,State,Year,Gender,Education,Total,Population
2872,Karnataka,2004,Female,Matriculate/Secondary (Upto Class-10),471,466622.0
2873,Karnataka,2004,Female,Middle (Upto Class-8),881,719490.0
2874,Karnataka,2004,Female,No Education,1263,553564.0
2875,Karnataka,2004,Female,Primary (Upto Class-5),1008,3310476.0
2876,Karnataka,2004,Male,Diploma/Certificate,49,21338.0
2877,Karnataka,2004,Male,Graduate And Above,162,242371.0
2878,Karnataka,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),501,506303.0
2879,Karnataka,2004,Male,Matriculate/Secondary (Upto Class-10),1184,593899.0
2880,Karnataka,2004,Male,Middle (Upto Class-8),1729,884101.0
2881,Karnataka,2004,Male,No Education,2159,544241.0
2882,Karnataka,2004,Male,Primary (Upto Class-5),2173,3724488.0
2883,Karnataka,2005,Female,Diploma/Certificate,17,8045.0
2884,Karnataka,2005,Female,Graduate And Above,44,149783.0
2885,Karnataka,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),206,400565.0
2886,Karnataka,2005,Female,Matriculate/Secondary (Upto Class-10),480,493753.0
2887,Karnataka,2005,Female,Middle (Upto Class-8),832,751776.0
2888,Karnataka,2005,Female,No Education,1125,578142.0
2889,Karnataka,2005,Female,Primary (Upto Class-5),1142,3314781.0
2890,Karnataka,2005,Male,Diploma/Certificate,45,25154.0
2891,Karnataka,2005,Male,Graduate And Above,111,270214.0
2892,Karnataka,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),456,551267.0
2893,Karnataka,2005,Male,Matriculate/Secondary (Upto Class-10),1165,611960.0
2894,Karnataka,2005,Male,Middle (Upto Class-8),1835,911326.0
2895,Karnataka,2005,Male,No Education,2021,565344.0
2896,Karnataka,2005,Male,Primary (Upto Class-5),2051,3712516.0
2897,Karnataka,2006,Female,Diploma/Certificate,8,9264.0
2898,Karnataka,2006,Female,Graduate And Above,51,170917.0
2899,Karnataka,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),288,441296.0
2900,Karnataka,2006,Female,Matriculate/Secondary (Upto Class-10),595,520884.0
2901,Karnataka,2006,Female,Middle (Upto Class-8),795,784062.0
2902,Karnataka,2006,Female,No Education,1320,602720.0
2903,Karnataka,2006,Female,Primary (Upto Class-5),1104,3319086.0
2904,Karnataka,2006,Male,Diploma/Certificate,69,28970.0
2905,Karnataka,2006,Male,Graduate And Above,142,298057.0
2906,Karnataka,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),550,596231.0
2907,Karnataka,2006,Male,Matriculate/Secondary (Upto Class-10),1357,630021.0
2908,Karnataka,2006,Male,Middle (Upto Class-8),1679,938551.0
2909,Karnataka,2006,Male,No Education,2179,586447.0
2910,Karnataka,2006,Male,Primary (Upto Class-5),2054,3700544.0
2911,Karnataka,2007,Female,Diploma/Certificate,19,10483.0
2912,Karnataka,2007,Female,Graduate And Above,65,192051.0
2913,Karnataka,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),237,482027.0
2914,Karnataka,2007,Female,Matriculate/Secondary (Upto Class-10),584,548015.0
2915,Karnataka,2007,Female,Middle (Upto Class-8),635,816348.0
2916,Karnataka,2007,Female,No Education,1190,627298.0
2917,Karnataka,2007,Female,Primary (Upto Class-5),1171,3323391.0
2918,Karnataka,2007,Male,Diploma/Certificate,78,32786.0
2919,Karnataka,2007,Male,Graduate And Above,152,325900.0
2920,Karnataka,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),580,641195.0
2921,Karnataka,2007,Male,Matriculate/Secondary (Upto Class-10),1522,648082.0
2922,Karnataka,2007,Male,Middle (Upto Class-8),1712,965776.0
2923,Karnataka,2007,Male,No Education,1979,607550.0
2924,Karnataka,2007,Male,Primary (Upto Class-5),2348,3688572.0
2925,Karnataka,2008,Female,Diploma/Certificate,16,11702.0
2926,Karnataka,2008,Female,Graduate And Above,99,213185.0
2927,Karnataka,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),294,522758.0
2928,Karnataka,2008,Female,Matriculate/Secondary (Upto Class-10),684,575146.0
2929,Karnataka,2008,Female,Middle (Upto Class-8),708,848634.0
2930,Karnataka,2008,Female,No Education,1100,651876.0
2931,Karnataka,2008,Female,Primary (Upto Class-5),1095,3327696.0
2932,Karnataka,2008,Male,Diploma/Certificate,69,36602.0
2933,Karnataka,2008,Male,Graduate And Above,273,353743.0
2934,Karnataka,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),605,686159.0
2935,Karnataka,2008,Male,Matriculate/Secondary (Upto Class-10),1550,666143.0
2936,Karnataka,2008,Male,Middle (Upto Class-8),1637,993001.0
2937,Karnataka,2008,Male,No Education,1961,628653.0
2938,Karnataka,2008,Male,Primary (Upto Class-5),2102,3676600.0
2939,Karnataka,2009,Female,Diploma/Certificate,20,12921.0
2940,Karnataka,2009,Female,Graduate And Above,69,234319.0
2941,Karnataka,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),301,563489.0
2942,Karnataka,2009,Female,Matriculate/Secondary (Upto Class-10),625,602277.0
2943,Karnataka,2009,Female,Middle (Upto Class-8),542,880920.0
2944,Karnataka,2009,Female,No Education,1455,676454.0
2945,Karnataka,2009,Female,Primary (Upto Class-5),960,3332001.0
2946,Karnataka,2009,Male,Diploma/Certificate,61,40418.0
2947,Karnataka,2009,Male,Graduate And Above,203,381586.0
2948,Karnataka,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),576,731123.0
2949,Karnataka,2009,Male,Matriculate/Secondary (Upto Class-10),1268,684204.0
2950,Karnataka,2009,Male,Middle (Upto Class-8),1378,1020226.0
2951,Karnataka,2009,Male,No Education,2683,649756.0
2952,Karnataka,2009,Male,Primary (Upto Class-5),2003,3664628.0
2953,Karnataka,2010,Female,Diploma/Certificate,28,14140.0
2954,Karnataka,2010,Female,Graduate And Above,63,255453.0
2955,Karnataka,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),285,604220.0
2956,Karnataka,2010,Female,Matriculate/Secondary (Upto Class-10),828,629408.0
2957,Karnataka,2010,Female,Middle (Upto Class-8),666,913206.0
2958,Karnataka,2010,Female,No Education,1300,701032.0
2959,Karnataka,2010,Female,Primary (Upto Class-5),1058,3336306.0
2960,Karnataka,2010,Male,Diploma/Certificate,158,44234.0
2961,Karnataka,2010,Male,Graduate And Above,218,409429.0
2962,Karnataka,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),623,776087.0
2963,Karnataka,2010,Male,Matriculate/Secondary (Upto Class-10),1696,702265.0
2964,Karnataka,2010,Male,Middle (Upto Class-8),1585,1047451.0
2965,Karnataka,2010,Male,No Education,1903,670859.0
2966,Karnataka,2010,Male,Primary (Upto Class-5),2192,3652656.0
2967,Karnataka,2011,Female,Diploma/Certificate,63,15354.0
2968,Karnataka,2011,Female,Graduate And Above,127,276582.0
2969,Karnataka,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),344,644946.0
2970,Karnataka,2011,Female,Matriculate/Secondary (Upto Class-10),577,656539.0
2971,Karnataka,2011,Female,Middle (Upto Class-8),741,945484.0
2972,Karnataka,2011,Female,No Education,1301,725608.0
2973,Karnataka,2011,Female,Primary (Upto Class-5),952,3340601.0
2974,Karnataka,2011,Male,Diploma/Certificate,143,48048.0
2975,Karnataka,2011,Male,Graduate And Above,299,437271.0
2976,Karnataka,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),745,821050.0
2977,Karnataka,2011,Male,Matriculate/Secondary (Upto Class-10),1319,720317.0
2978,Karnataka,2011,Male,Middle (Upto Class-8),1650,1074673.0
2979,Karnataka,2011,Male,No Education,2111,691958.0
2980,Karnataka,2011,Male,Primary (Upto Class-5),2138,3640675.0
2981,Karnataka,2012,Female,Diploma/Certificate,19,16573.0
2982,Karnataka,2012,Female,Graduate And Above,117,297716.0
2983,Karnataka,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),421,685677.0
2984,Karnataka,2012,Female,Matriculate/Secondary (Upto Class-10),658,683670.0
2985,Karnataka,2012,Female,Middle (Upto Class-8),898,977770.0
2986,Karnataka,2012,Female,No Education,1038,750186.0
2987,Karnataka,2012,Female,Primary (Upto Class-5),993,3344906.0
2988,Karnataka,2012,Male,Diploma/Certificate,85,51864.0
2989,Karnataka,2012,Male,Graduate And Above,250,465114.0
2990,Karnataka,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),923,866014.0
2991,Karnataka,2012,Male,Matriculate/Secondary (Upto Class-10),1435,738378.0
2992,Karnataka,2012,Male,Middle (Upto Class-8),1806,1101898.0
2993,Karnataka,2012,Male,No Education,2027,713061.0
2994,Karnataka,2012,Male,Primary (Upto Class-5),2002,3628703.0
2995,Karnataka,2013,Female,Diploma/Certificate,57,17792.0
2996,Karnataka,2013,Female,Graduate And Above,120,318850.0
2997,Karnataka,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),372,726408.0
2998,Karnataka,2013,Female,Matriculate/Secondary (Upto Class-10),670,710801.0
2999,Karnataka,2013,Female,Middle (Upto Class-8),731,1010056.0
3000,Karnataka,2013,Female,No Education,817,774764.0
3001,Karnataka,2013,Female,Primary (Upto Class-5),749,3349211.0
3002,Karnataka,2013,Male,Diploma/Certificate,109,55680.0
3003,Karnataka,2013,Male,Graduate And Above,287,492957.0
3004,Karnataka,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),883,910978.0
3005,Karnataka,2013,Male,Matriculate/Secondary (Upto Class-10),1602,756439.0
3006,Karnataka,2013,Male,Middle (Upto Class-8),1680,1129123.0
3007,Karnataka,2013,Male,No Education,1559,734164.0
3008,Karnataka,2013,Male,Primary (Upto Class-5),1554,3616731.0
3009,Karnataka,2014,Female,Diploma/Certificate,30,19011.0
3010,Karnataka,2014,Female,Graduate And Above,119,339984.0
3011,Karnataka,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),369,767139.0
3012,Karnataka,2014,Female,Matriculate/Secondary (Upto Class-10),738,737932.0
3013,Karnataka,2014,Female,Middle (Upto Class-8),549,1042342.0
3014,Karnataka,2014,Female,No Education,555,799342.0
3015,Karnataka,2014,Female,Primary (Upto Class-5),608,3353516.0
3016,Karnataka,2014,Female,Professionals (Mba; Etc.),9,58867.0
3017,Karnataka,2014,Female,Status Not Known,282,122664.0
3018,Karnataka,2014,Male,Diploma/Certificate,81,59496.0
3019,Karnataka,2014,Male,Graduate And Above,249,520800.0
3020,Karnataka,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),891,955942.0
3021,Karnataka,2014,Male,Matriculate/Secondary (Upto Class-10),1673,774500.0
3022,Karnataka,2014,Male,Middle (Upto Class-8),1230,1156348.0
3023,Karnataka,2014,Male,No Education,1216,755267.0
3024,Karnataka,2014,Male,Primary (Upto Class-5),1423,3604759.0
3025,Karnataka,2014,Male,Professionals (Mba; Etc.),32,188969.0
3026,Karnataka,2014,Male,Status Not Known,889,166943.0
3027,Kerala,2001,Female,Diploma/Certificate,8,1474.0
3028,Kerala,2001,Female,Graduate And Above,61,88059.0
3029,Kerala,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),221,284195.0
3030,Kerala,2001,Female,Matriculate/Secondary (Upto Class-10),582,418582.0
3031,Kerala,2001,Female,Middle (Upto Class-8),923,631214.0
3032,Kerala,2001,Female,No Education,186,404281.0
3033,Kerala,2001,Female,Primary (Upto Class-5),781,1801241.0
3034,Kerala,2001,Male,Diploma/Certificate,47,1046.0
3035,Kerala,2001,Male,Graduate And Above,139,78584.0
3036,Kerala,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),512,215751.0
3037,Kerala,2001,Male,Matriculate/Secondary (Upto Class-10),1734,381509.0
3038,Kerala,2001,Male,Middle (Upto Class-8),2303,658944.0
3039,Kerala,2001,Male,No Education,311,411566.0
3040,Kerala,2001,Male,Primary (Upto Class-5),1691,1971983.0
3041,Kerala,2002,Female,Diploma/Certificate,20,1689.0
3042,Kerala,2002,Female,Graduate And Above,63,95286.0
3043,Kerala,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),159,300959.0
3044,Kerala,2002,Female,Matriculate/Secondary (Upto Class-10),693,422284.0
3045,Kerala,2002,Female,Middle (Upto Class-8),755,623707.0
3046,Kerala,2002,Female,No Education,207,400985.0
3047,Kerala,2002,Female,Primary (Upto Class-5),729,1799774.0
3048,Kerala,2002,Male,Diploma/Certificate,88,1462.0
3049,Kerala,2002,Male,Graduate And Above,124,85617.0
3050,Kerala,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),540,240990.0
3051,Kerala,2002,Male,Matriculate/Secondary (Upto Class-10),1920,388699.0
3052,Kerala,2002,Male,Middle (Upto Class-8),2305,652317.0
3053,Kerala,2002,Male,No Education,453,408308.0
3054,Kerala,2002,Male,Primary (Upto Class-5),1695,1965219.0
3055,Kerala,2003,Female,Diploma/Certificate,19,1904.0
3056,Kerala,2003,Female,Graduate And Above,60,102513.0
3057,Kerala,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),158,317723.0
3058,Kerala,2003,Female,Matriculate/Secondary (Upto Class-10),539,425986.0
3059,Kerala,2003,Female,Middle (Upto Class-8),703,616200.0
3060,Kerala,2003,Female,No Education,260,397689.0
3061,Kerala,2003,Female,Primary (Upto Class-5),752,1798307.0
3062,Kerala,2003,Male,Diploma/Certificate,33,1878.0
3063,Kerala,2003,Male,Graduate And Above,106,92650.0
3064,Kerala,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),375,266229.0
3065,Kerala,2003,Male,Matriculate/Secondary (Upto Class-10),1593,395889.0
3066,Kerala,2003,Male,Middle (Upto Class-8),2216,645690.0
3067,Kerala,2003,Male,No Education,512,405050.0
3068,Kerala,2003,Male,Primary (Upto Class-5),2084,1958455.0
3069,Kerala,2004,Female,Diploma/Certificate,16,2119.0
3070,Kerala,2004,Female,Graduate And Above,53,109740.0
3071,Kerala,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),187,334487.0
3072,Kerala,2004,Female,Matriculate/Secondary (Upto Class-10),561,429688.0
3073,Kerala,2004,Female,Middle (Upto Class-8),683,608693.0
3074,Kerala,2004,Female,No Education,244,394393.0
3075,Kerala,2004,Female,Primary (Upto Class-5),701,1796840.0
3076,Kerala,2004,Male,Diploma/Certificate,46,2294.0
3077,Kerala,2004,Male,Graduate And Above,107,99683.0
3078,Kerala,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),433,291468.0
3079,Kerala,2004,Male,Matriculate/Secondary (Upto Class-10),1583,403079.0
3080,Kerala,2004,Male,Middle (Upto Class-8),2188,639063.0
3081,Kerala,2004,Male,No Education,483,401792.0
3082,Kerala,2004,Male,Primary (Upto Class-5),1749,1951691.0
3083,Kerala,2005,Female,Diploma/Certificate,13,2334.0
3084,Kerala,2005,Female,Graduate And Above,68,116967.0
3085,Kerala,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),252,351251.0
3086,Kerala,2005,Female,Matriculate/Secondary (Upto Class-10),659,433390.0
3087,Kerala,2005,Female,Middle (Upto Class-8),678,601186.0
3088,Kerala,2005,Female,No Education,178,391097.0
3089,Kerala,2005,Female,Primary (Upto Class-5),554,1795373.0
3090,Kerala,2005,Male,Diploma/Certificate,42,2710.0
3091,Kerala,2005,Male,Graduate And Above,101,106716.0
3092,Kerala,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),550,316707.0
3093,Kerala,2005,Male,Matriculate/Secondary (Upto Class-10),2152,410269.0
3094,Kerala,2005,Male,Middle (Upto Class-8),2289,632436.0
3095,Kerala,2005,Male,No Education,300,398534.0
3096,Kerala,2005,Male,Primary (Upto Class-5),1379,1944927.0
3097,Kerala,2006,Female,Diploma/Certificate,12,2549.0
3098,Kerala,2006,Female,Graduate And Above,77,124194.0
3099,Kerala,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),272,368015.0
3100,Kerala,2006,Female,Matriculate/Secondary (Upto Class-10),670,437092.0
3101,Kerala,2006,Female,Middle (Upto Class-8),707,593679.0
3102,Kerala,2006,Female,No Education,160,387801.0
3103,Kerala,2006,Female,Primary (Upto Class-5),534,1793906.0
3104,Kerala,2006,Male,Diploma/Certificate,54,3126.0
3105,Kerala,2006,Male,Graduate And Above,120,113749.0
3106,Kerala,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),613,341946.0
3107,Kerala,2006,Male,Matriculate/Secondary (Upto Class-10),1933,417459.0
3108,Kerala,2006,Male,Middle (Upto Class-8),2205,625809.0
3109,Kerala,2006,Male,No Education,274,395276.0
3110,Kerala,2006,Male,Primary (Upto Class-5),1368,1938163.0
3111,Kerala,2007,Female,Diploma/Certificate,33,2764.0
3112,Kerala,2007,Female,Graduate And Above,88,131421.0
3113,Kerala,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),290,384779.0
3114,Kerala,2007,Female,Matriculate/Secondary (Upto Class-10),671,440794.0
3115,Kerala,2007,Female,Middle (Upto Class-8),657,586172.0
3116,Kerala,2007,Female,No Education,142,384505.0
3117,Kerala,2007,Female,Primary (Upto Class-5),478,1792439.0
3118,Kerala,2007,Male,Diploma/Certificate,73,3542.0
3119,Kerala,2007,Male,Graduate And Above,166,120782.0
3120,Kerala,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),610,367185.0
3121,Kerala,2007,Male,Matriculate/Secondary (Upto Class-10),2031,424649.0
3122,Kerala,2007,Male,Middle (Upto Class-8),2065,619182.0
3123,Kerala,2007,Male,No Education,202,392018.0
3124,Kerala,2007,Male,Primary (Upto Class-5),1414,1931399.0
3125,Kerala,2008,Female,Diploma/Certificate,21,2979.0
3126,Kerala,2008,Female,Graduate And Above,78,138648.0
3127,Kerala,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),304,401543.0
3128,Kerala,2008,Female,Matriculate/Secondary (Upto Class-10),742,444496.0
3129,Kerala,2008,Female,Middle (Upto Class-8),636,578665.0
3130,Kerala,2008,Female,No Education,102,381209.0
3131,Kerala,2008,Female,Primary (Upto Class-5),536,1790972.0
3132,Kerala,2008,Male,Diploma/Certificate,52,3958.0
3133,Kerala,2008,Male,Graduate And Above,162,127815.0
3134,Kerala,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),601,392424.0
3135,Kerala,2008,Male,Matriculate/Secondary (Upto Class-10),1840,431839.0
3136,Kerala,2008,Male,Middle (Upto Class-8),1990,612555.0
3137,Kerala,2008,Male,No Education,199,388760.0
3138,Kerala,2008,Male,Primary (Upto Class-5),1254,1924635.0
3139,Kerala,2009,Female,Diploma/Certificate,20,3194.0
3140,Kerala,2009,Female,Graduate And Above,92,145875.0
3141,Kerala,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),384,418307.0
3142,Kerala,2009,Female,Matriculate/Secondary (Upto Class-10),740,448198.0
3143,Kerala,2009,Female,Middle (Upto Class-8),625,571158.0
3144,Kerala,2009,Female,No Education,61,377913.0
3145,Kerala,2009,Female,Primary (Upto Class-5),498,1789505.0
3146,Kerala,2009,Male,Diploma/Certificate,59,4374.0
3147,Kerala,2009,Male,Graduate And Above,182,134848.0
3148,Kerala,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),841,417663.0
3149,Kerala,2009,Male,Matriculate/Secondary (Upto Class-10),1853,439029.0
3150,Kerala,2009,Male,Middle (Upto Class-8),2083,605928.0
3151,Kerala,2009,Male,No Education,116,385502.0
3152,Kerala,2009,Male,Primary (Upto Class-5),1156,1917871.0
3153,Kerala,2010,Female,Diploma/Certificate,15,3409.0
3154,Kerala,2010,Female,Graduate And Above,82,153102.0
3155,Kerala,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),319,435071.0
3156,Kerala,2010,Female,Matriculate/Secondary (Upto Class-10),640,451900.0
3157,Kerala,2010,Female,Middle (Upto Class-8),544,563651.0
3158,Kerala,2010,Female,No Education,96,374617.0
3159,Kerala,2010,Female,Primary (Upto Class-5),531,1788038.0
3160,Kerala,2010,Male,Diploma/Certificate,66,4790.0
3161,Kerala,2010,Male,Graduate And Above,195,141881.0
3162,Kerala,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),775,442902.0
3163,Kerala,2010,Male,Matriculate/Secondary (Upto Class-10),1762,446219.0
3164,Kerala,2010,Male,Middle (Upto Class-8),1972,599301.0
3165,Kerala,2010,Male,No Education,190,382244.0
3166,Kerala,2010,Male,Primary (Upto Class-5),1339,1911107.0
3167,Kerala,2011,Female,Diploma/Certificate,25,3616.0
3168,Kerala,2011,Female,Graduate And Above,101,160325.0
3169,Kerala,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),357,451835.0
3170,Kerala,2011,Female,Matriculate/Secondary (Upto Class-10),572,455593.0
3171,Kerala,2011,Female,Middle (Upto Class-8),578,556144.0
3172,Kerala,2011,Female,No Education,70,371320.0
3173,Kerala,2011,Female,Primary (Upto Class-5),489,1786566.0
3174,Kerala,2011,Male,Diploma/Certificate,71,5206.0
3175,Kerala,2011,Male,Graduate And Above,224,148906.0
3176,Kerala,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),793,468137.0
3177,Kerala,2011,Male,Matriculate/Secondary (Upto Class-10),1774,453406.0
3178,Kerala,2011,Male,Middle (Upto Class-8),2020,592672.0
3179,Kerala,2011,Male,No Education,100,378985.0
3180,Kerala,2011,Male,Primary (Upto Class-5),1196,1904334.0
3181,Kerala,2012,Female,Diploma/Certificate,29,3831.0
3182,Kerala,2012,Female,Graduate And Above,113,167552.0
3183,Kerala,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),329,468599.0
3184,Kerala,2012,Female,Matriculate/Secondary (Upto Class-10),591,459295.0
3185,Kerala,2012,Female,Middle (Upto Class-8),470,548637.0
3186,Kerala,2012,Female,No Education,57,368024.0
3187,Kerala,2012,Female,Primary (Upto Class-5),475,1785099.0
3188,Kerala,2012,Male,Diploma/Certificate,90,5622.0
3189,Kerala,2012,Male,Graduate And Above,246,155939.0
3190,Kerala,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),736,493376.0
3191,Kerala,2012,Male,Matriculate/Secondary (Upto Class-10),1991,460596.0
3192,Kerala,2012,Male,Middle (Upto Class-8),1806,586045.0
3193,Kerala,2012,Male,No Education,98,375727.0
3194,Kerala,2012,Male,Primary (Upto Class-5),1403,1897570.0
3195,Kerala,2013,Female,Diploma/Certificate,31,4046.0
3196,Kerala,2013,Female,Graduate And Above,123,174779.0
3197,Kerala,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),354,485363.0
3198,Kerala,2013,Female,Matriculate/Secondary (Upto Class-10),491,462997.0
3199,Kerala,2013,Female,Middle (Upto Class-8),435,541130.0
3200,Kerala,2013,Female,No Education,56,364728.0
3201,Kerala,2013,Female,Primary (Upto Class-5),433,1783632.0
3202,Kerala,2013,Male,Diploma/Certificate,91,6038.0
3203,Kerala,2013,Male,Graduate And Above,265,162972.0
3204,Kerala,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),942,518615.0
3205,Kerala,2013,Male,Matriculate/Secondary (Upto Class-10),2049,467786.0
3206,Kerala,2013,Male,Middle (Upto Class-8),1838,579418.0
3207,Kerala,2013,Male,No Education,119,372469.0
3208,Kerala,2013,Male,Primary (Upto Class-5),1368,1890806.0
3209,Kerala,2014,Female,Diploma/Certificate,21,4261.0
3210,Kerala,2014,Female,Graduate And Above,93,182006.0
3211,Kerala,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),342,502127.0
3212,Kerala,2014,Female,Matriculate/Secondary (Upto Class-10),584,466699.0
3213,Kerala,2014,Female,Middle (Upto Class-8),432,533623.0
3214,Kerala,2014,Female,No Education,94,361432.0
3215,Kerala,2014,Female,Primary (Upto Class-5),396,1782165.0
3216,Kerala,2014,Female,Professionals (Mba; Etc.),10,82101.0
3217,Kerala,2014,Female,Status Not Known,62,62596.0
3218,Kerala,2014,Male,Diploma/Certificate,130,6454.0
3219,Kerala,2014,Male,Graduate And Above,199,170005.0
3220,Kerala,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),1051,543854.0
3221,Kerala,2014,Male,Matriculate/Secondary (Upto Class-10),2067,474976.0
3222,Kerala,2014,Male,Middle (Upto Class-8),1336,572791.0
3223,Kerala,2014,Male,No Education,213,369211.0
3224,Kerala,2014,Male,Primary (Upto Class-5),1099,1884042.0
3225,Kerala,2014,Male,Professionals (Mba; Etc.),7,105317.0
3226,Kerala,2014,Male,Status Not Known,310,64705.0
3227,Lakshadweep,2003,Female,Middle (Upto Class-8),1,1202.0
3228,Lakshadweep,2003,Male,Primary (Upto Class-5),1,5576.0
3229,Lakshadweep,2006,Female,Matriculate/Secondary (Upto Class-10),1,698.0
3230,Lakshadweep,2006,Male,Graduate And Above,1,101.0
3231,Lakshadweep,2007,Female,Matriculate/Secondary (Upto Class-10),2,764.0
3232,Lakshadweep,2007,Male,Matriculate/Secondary (Upto Class-10),1,762.0
3233,Lakshadweep,2009,Female,Matriculate/Secondary (Upto Class-10),1,896.0
3234,Lakshadweep,2010,Female,Middle (Upto Class-8),1,1223.0
3235,Lakshadweep,2012,Male,Primary (Upto Class-5),1,3903.0
3236,Lakshadweep,2013,Female,Diploma/Certificate,1,1.0
3237,Lakshadweep,2013,Female,Middle (Upto Class-8),1,1228.0
3238,Lakshadweep,2013,Male,Middle (Upto Class-8),1,1336.0
3239,Lakshadweep,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),1,713.0
3240,Lakshadweep,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),2,756.0
3241,Madhya Pradesh,2001,Female,Diploma/Certificate,7,300.0
3242,Madhya Pradesh,2001,Female,Graduate And Above,24,61396.0
3243,Madhya Pradesh,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),193,175315.0
3244,Madhya Pradesh,2001,Female,Matriculate/Secondary (Upto Class-10),361,273054.0
3245,Madhya Pradesh,2001,Female,Middle (Upto Class-8),668,479095.0
3246,Madhya Pradesh,2001,Female,No Education,1259,720947.0
3247,Madhya Pradesh,2001,Female,Primary (Upto Class-5),795,3932125.0
3248,Madhya Pradesh,2001,Male,Diploma/Certificate,32,624.0
3249,Madhya Pradesh,2001,Male,Graduate And Above,35,144781.0
3250,Madhya Pradesh,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),288,344518.0
3251,Madhya Pradesh,2001,Male,Matriculate/Secondary (Upto Class-10),449,513095.0
3252,Madhya Pradesh,2001,Male,Middle (Upto Class-8),714,892927.0
3253,Madhya Pradesh,2001,Male,No Education,1008,753357.0
3254,Madhya Pradesh,2001,Male,Primary (Upto Class-5),984,5221438.0
3255,Madhya Pradesh,2002,Female,Diploma/Certificate,10,377.0
3256,Madhya Pradesh,2002,Female,Graduate And Above,19,76953.0
3257,Madhya Pradesh,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),206,198162.0
3258,Madhya Pradesh,2002,Female,Matriculate/Secondary (Upto Class-10),421,305959.0
3259,Madhya Pradesh,2002,Female,Middle (Upto Class-8),685,550940.0
3260,Madhya Pradesh,2002,Female,No Education,1062,759862.0
3261,Madhya Pradesh,2002,Female,Primary (Upto Class-5),913,4076845.0
3262,Madhya Pradesh,2002,Male,Diploma/Certificate,18,758.0
