States/UTs,Year,CrimeHead,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above
Tamil Nadu,2014,Other Family problems,11,1084,1431,893,239,13,917,619,267,97
Tamil Nadu,2014,Illness,17,744,931,842,499,27,602,383,281,186
Tamil Nadu,2014,AIDS/STD,0,3,6,4,0,0,0,3,2,0
Tamil Nadu,2014,Cancer,0,6,13,15,15,0,16,9,12,6
Tamil Nadu,2014,Paralysis,0,7,16,11,5,0,4,2,10,5
Tamil Nadu,2014,Insanity/Mental illness,1,166,195,183,104,4,117,94,53,36
Tamil Nadu,2014,Other prolonged illness,16,562,701,629,375,23,465,275,204,139
Tamil Nadu,2014,Death of dear person,0,29,37,17,21,0,27,12,5,7
Tamil Nadu,2014,Drug abuse/addiction,0,137,243,140,30,0,1,0,0,1
Tamil Nadu,2014,Fall in social reputation,0,0,3,4,0,0,0,0,0,1
Tamil Nadu,2014,Ideological causes/Hero worshipping,0,18,0,3,1,0,1,0,0,0
Tamil Nadu,2014,Love affairs,0,263,64,0,0,0,161,18,0,0
Tamil Nadu,2014,Poverty,0,11,16,21,5,0,8,11,2,1
Tamil Nadu,2014,Unemployment,0,124,90,63,4,0,13,11,6,1
Tamil Nadu,2014,Property dispute,0,4,3,0,0,0,0,0,3,1
Tamil Nadu,2014,Suspected/Illicit relation,0,15,22,5,0,0,4,7,3,0
Tamil Nadu,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2014,Professional/Career Problem,0,41,46,17,1,0,13,5,4,0
Tamil Nadu,2014,Causes not known,2,143,131,93,63,5,63,41,20,16
Tamil Nadu,2014,Other causes,59,590,603,490,154,112,371,220,144,81
Tamil Nadu,2014,Total,101,3443,3736,2655,1028,171,2413,1409,766,396
Telangana,2014,Bankruptcy or indebtedness,0,94,189,72,20,0,6,30,8,0
Telangana,2014,Marriage Related Issues,0,38,32,4,0,0,94,50,4,5
Telangana,2014,Non Settlement of Marriage,0,14,5,0,0,0,14,3,1,0
Telangana,2014,Dowry Related Issues,0,1,0,0,0,0,51,11,0,0
Telangana,2014,Extra Marital affairs,0,5,5,1,0,0,0,5,2,2
Telangana,2014,Divorce,0,3,4,1,0,0,10,17,0,3
Telangana,2014,Others,0,15,18,2,0,0,19,14,1,0
Telangana,2014,Failure in Examination,1,51,1,0,0,2,42,0,0,0
Telangana,2014,Impotency/Infertility,0,6,2,2,0,0,7,6,0,0
Telangana,2014,Other Family problems,2,361,420,156,60,10,241,182,61,33
Telangana,2014,Illness,4,325,360,288,240,10,296,189,123,145
Telangana,2014,AIDS/STD,0,1,4,5,0,0,0,3,0,0
Telangana,2014,Cancer,0,0,10,2,9,0,0,6,3,3
Telangana,2014,Paralysis,0,1,26,11,18,0,0,8,3,4
Telangana,2014,Insanity/Mental illness,1,73,70,65,18,2,63,42,36,16
Telangana,2014,Other prolonged illness,3,250,250,205,195,8,233,130,81,122
Telangana,2014,Death of dear person,0,11,12,12,4,0,7,3,0,7
Telangana,2014,Drug abuse/addiction,0,38,38,29,4,1,1,4,3,1
Telangana,2014,Fall in social reputation,0,0,3,3,0,0,1,0,0,0
Telangana,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Telangana,2014,Love affairs,0,77,10,0,0,0,49,2,0,0
Telangana,2014,Poverty,0,142,316,202,55,0,51,48,20,5
Telangana,2014,Unemployment,0,90,62,44,0,1,2,2,0,0
Telangana,2014,Property dispute,0,3,3,1,1,0,3,1,1,0
Telangana,2014,Suspected/Illicit relation,0,1,0,0,0,0,1,1,0,0
Telangana,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Telangana,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Telangana,2014,Professional/Career Problem,0,37,43,48,26,0,8,1,0,0
Telangana,2014,Causes not known,0,156,116,52,13,2,29,16,12,3
Telangana,2014,Other causes,18,727,765,582,197,12,418,316,228,150
Telangana,2014,Total,25,2157,2372,1495,620,38,1256,851,460,349
Tripura,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Marriage Related Issues,0,0,3,6,0,0,15,9,4,0
Tripura,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Dowry Related Issues,0,0,1,0,0,0,12,7,3,0
Tripura,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Divorce,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Others,0,0,2,6,0,0,3,2,1,0
Tripura,2014,Failure in Examination,2,14,0,0,0,1,18,3,1,0
Tripura,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Other Family problems,0,25,25,11,5,0,30,13,7,1
Tripura,2014,Illness,0,13,17,21,15,0,10,9,10,11
Tripura,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Cancer,0,3,2,4,2,0,2,1,1,2
Tripura,2014,Paralysis,0,0,0,2,1,0,0,0,2,2
Tripura,2014,Insanity/Mental illness,0,4,10,8,5,0,5,6,4,3
Tripura,2014,Other prolonged illness,0,6,5,7,7,0,3,2,3,4
Tripura,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Drug abuse/addiction,0,8,6,3,0,0,0,2,0,0
Tripura,2014,Fall in social reputation,0,0,0,0,0,0,1,0,0,0
Tripura,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Tripura,2014,Love affairs,0,13,1,0,0,0,17,2,0,0
Tripura,2014,Poverty,0,6,5,3,4,0,1,0,2,0
Tripura,2014,Unemployment,0,18,9,3,0,0,1,1,0,0
Tripura,2014,Property dispute,0,4,6,9,1,0,2,3,0,0
Tripura,2014,Suspected/Illicit relation,0,10,5,2,0,0,2,3,1,0
Tripura,2014,Illegitimate Pregnancy,0,0,0,0,0,0,6,1,0,0
Tripura,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,2,0,0,0
Tripura,2014,Professional/Career Problem,0,0,1,0,0,0,0,0,0,0
Tripura,2014,Causes not known,6,34,10,7,2,3,13,5,4,1
Tripura,2014,Other causes,6,50,51,35,17,3,29,15,3,5
Tripura,2014,Total,14,195,139,100,44,7,147,66,32,18
Uttar Pradesh,2014,Bankruptcy or indebtedness,0,3,1,1,0,0,1,0,0,0
Uttar Pradesh,2014,Marriage Related Issues,2,149,67,26,10,2,418,91,14,2
Uttar Pradesh,2014,Non Settlement of Marriage,0,21,2,1,0,0,39,8,0,0
Uttar Pradesh,2014,Dowry Related Issues,1,10,2,0,0,0,290,48,2,0
Uttar Pradesh,2014,Extra Marital affairs,0,4,0,0,0,0,7,3,0,0
Uttar Pradesh,2014,Divorce,0,5,3,4,0,0,7,2,0,0
Uttar Pradesh,2014,Others,1,109,60,21,10,2,75,30,12,2
Uttar Pradesh,2014,Failure in Examination,1,33,4,2,0,1,13,1,0,0
Uttar Pradesh,2014,Impotency/Infertility,0,2,0,0,0,0,2,1,0,0
Uttar Pradesh,2014,Other Family problems,4,224,197,62,13,7,180,82,29,5
Uttar Pradesh,2014,Illness,5,63,69,52,16,5,42,8,9,4
Uttar Pradesh,2014,AIDS/STD,0,0,1,1,0,0,0,1,0,0
Uttar Pradesh,2014,Cancer,0,2,2,0,0,0,0,0,0,0
Uttar Pradesh,2014,Paralysis,0,3,4,1,0,0,1,0,0,0
Uttar Pradesh,2014,Insanity/Mental illness,2,12,19,6,2,0,8,3,0,0
Uttar Pradesh,2014,Other prolonged illness,3,46,43,44,14,5,33,4,9,4
Uttar Pradesh,2014,Death of dear person,0,0,6,0,0,0,1,1,0,5
Uttar Pradesh,2014,Drug abuse/addiction,0,15,13,4,1,3,3,3,0,1
Uttar Pradesh,2014,Fall in social reputation,0,5,2,0,0,1,1,0,0,0
Uttar Pradesh,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2014,Love affairs,2,36,11,1,0,0,37,5,1,0
Uttar Pradesh,2014,Poverty,0,11,9,0,0,0,1,1,1,0
Uttar Pradesh,2014,Unemployment,0,17,16,0,1,0,3,0,0,0
Uttar Pradesh,2014,Property dispute,0,5,7,6,1,0,1,1,0,1
Uttar Pradesh,2014,Suspected/Illicit relation,0,3,4,0,0,0,7,6,0,0
Uttar Pradesh,2014,Illegitimate Pregnancy,0,0,0,0,0,1,0,0,0,0
Uttar Pradesh,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,7,2,0,0
Uttar Pradesh,2014,Professional/Career Problem,0,1,1,0,0,0,0,0,0,0
Uttar Pradesh,2014,Causes not known,10,120,68,25,5,8,77,36,5,4
Uttar Pradesh,2014,Other causes,19,310,233,99,26,11,222,90,17,4
Uttar Pradesh,2014,Total,43,997,708,278,73,39,1016,328,76,26
Uttarakhand,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Marriage Related Issues,0,13,2,0,0,0,3,2,0,0
Uttarakhand,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Extra Marital affairs,0,1,0,0,0,0,2,0,0,0
Uttarakhand,2014,Divorce,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Others,0,12,2,0,0,0,1,2,0,0
Uttarakhand,2014,Failure in Examination,0,3,1,0,0,0,4,0,0,0
Uttarakhand,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Other Family problems,0,14,5,2,0,0,1,4,0,0
Uttarakhand,2014,Illness,0,1,0,0,0,0,2,1,0,0
Uttarakhand,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Cancer,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Insanity/Mental illness,0,1,0,0,0,0,2,1,0,0
Uttarakhand,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Love affairs,0,0,0,0,0,0,1,0,0,0
Uttarakhand,2014,Poverty,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Unemployment,0,1,0,0,0,0,0,0,0,0
Uttarakhand,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Uttarakhand,2014,Professional/Career Problem,0,14,1,0,0,0,0,0,0,0
Uttarakhand,2014,Causes not known,0,8,0,0,0,0,0,0,0,0
Uttarakhand,2014,Other causes,1,50,20,9,6,1,26,8,3,0
Uttarakhand,2014,Total,1,104,29,11,6,1,37,15,3,0
West Bengal,2014,Bankruptcy or indebtedness,0,0,0,1,0,0,0,0,0,0
West Bengal,2014,Marriage Related Issues,1,138,116,30,10,1,594,280,27,4
West Bengal,2014,Non Settlement of Marriage,0,18,16,0,0,0,83,50,0,0
West Bengal,2014,Dowry Related Issues,0,0,0,0,0,0,302,145,8,0
West Bengal,2014,Extra Marital affairs,0,29,13,1,0,0,31,16,0,0
West Bengal,2014,Divorce,0,3,2,0,0,0,14,11,0,0
West Bengal,2014,Others,1,88,85,29,10,1,164,58,19,4
West Bengal,2014,Failure in Examination,29,86,2,0,0,6,36,10,0,0
West Bengal,2014,Impotency/Infertility,0,3,5,2,0,0,8,2,0,0
West Bengal,2014,Other Family problems,33,545,524,299,80,12,503,338,130,35
West Bengal,2014,Illness,44,288,196,158,92,2,162,122,72,39
West Bengal,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Cancer,0,12,6,10,3,0,3,5,3,3
West Bengal,2014,Paralysis,0,0,5,10,4,0,0,2,4,1
West Bengal,2014,Insanity/Mental illness,42,210,121,86,31,2,128,75,30,16
West Bengal,2014,Other prolonged illness,2,66,64,52,54,0,31,40,35,19
West Bengal,2014,Death of dear person,0,3,5,9,2,0,3,3,3,2
West Bengal,2014,Drug abuse/addiction,0,17,10,10,5,0,0,0,2,0
West Bengal,2014,Fall in social reputation,0,11,27,9,3,0,17,10,5,2
West Bengal,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Love affairs,0,156,28,15,0,8,209,28,1,0
West Bengal,2014,Poverty,0,0,0,0,0,0,0,0,0,0
West Bengal,2014,Unemployment,0,89,121,41,0,0,29,16,0,0
West Bengal,2014,Property dispute,0,18,34,41,9,0,2,1,0,2
West Bengal,2014,Suspected/Illicit relation,0,15,14,1,0,0,15,17,0,0
West Bengal,2014,Illegitimate Pregnancy,0,0,0,0,0,0,17,2,0,0
West Bengal,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,1,1,0,0,0
West Bengal,2014,Professional/Career Problem,0,20,20,8,0,0,4,1,0,0
West Bengal,2014,Causes not known,54,913,774,428,168,33,642,289,130,59
West Bengal,2014,Other causes,42,1143,1264,495,182,39,658,606,123,61
West Bengal,2014,Total,203,3445,3140,1547,551,102,2900,1725,493,204
A and N Islands,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Marriage Related Issues,0,0,0,1,0,0,1,0,0,0
A and N Islands,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Extra Marital affairs,0,0,0,0,0,0,1,0,0,0
A and N Islands,2014,Divorce,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Others,0,0,0,1,0,0,0,0,0,0
A and N Islands,2014,Failure in Examination,0,0,0,0,0,0,3,0,0,0
A and N Islands,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Other Family problems,0,0,1,2,0,0,0,0,0,0
A and N Islands,2014,Illness,0,8,11,11,11,1,6,2,2,2
A and N Islands,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Cancer,0,0,0,2,1,0,0,0,0,0
A and N Islands,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Insanity/Mental illness,0,5,10,4,5,0,2,1,1,0
A and N Islands,2014,Other prolonged illness,0,3,1,5,5,1,4,1,1,2
A and N Islands,2014,Death of dear person,0,1,0,0,0,0,0,0,0,0
A and N Islands,2014,Drug abuse/addiction,1,3,5,2,3,0,0,0,0,0
A and N Islands,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Love affairs,0,6,4,0,0,0,3,0,0,0
A and N Islands,2014,Poverty,0,1,0,0,0,0,0,1,0,0
A and N Islands,2014,Unemployment,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0
A and N Islands,2014,Causes not known,0,4,3,2,1,0,3,0,0,0
A and N Islands,2014,Other causes,0,12,12,6,4,1,10,1,0,4
A and N Islands,2014,Total,1,35,36,24,19,2,26,4,2,6
Chandigarh,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Divorce,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Others,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Failure in Examination,0,3,0,0,0,0,2,0,0,0
Chandigarh,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Other Family problems,0,0,10,0,0,0,0,0,0,0
Chandigarh,2014,Illness,0,0,7,0,0,0,0,2,3,0
Chandigarh,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Cancer,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Other prolonged illness,0,0,7,0,0,0,0,2,3,0
Chandigarh,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Drug abuse/addiction,0,1,0,0,0,0,0,0,0,0
Chandigarh,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Love affairs,0,10,0,0,0,0,11,0,0,0
Chandigarh,2014,Poverty,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Unemployment,0,5,0,0,0,0,0,0,0,0
Chandigarh,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Chandigarh,2014,Professional/Career Problem,0,3,0,0,0,0,5,1,0,0
Chandigarh,2014,Causes not known,0,6,3,6,1,0,5,5,0,0
Chandigarh,2014,Other causes,0,3,3,5,0,0,5,0,0,0
Chandigarh,2014,Total,0,31,23,11,1,0,28,8,3,0
DandN Haveli,2014,Bankruptcy or indebtedness,0,0,1,0,0,0,0,0,0,0
DandN Haveli,2014,Marriage Related Issues,0,1,0,0,0,0,2,0,0,0
DandN Haveli,2014,Non Settlement of Marriage,0,1,0,0,0,0,0,0,0,0
DandN Haveli,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Divorce,0,0,0,0,0,0,2,0,0,0
DandN Haveli,2014,Others,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Failure in Examination,1,1,0,0,0,0,0,0,0,0
DandN Haveli,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Other Family problems,0,0,0,0,0,0,1,1,0,0
DandN Haveli,2014,Illness,0,2,1,1,0,0,2,0,0,0
DandN Haveli,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Cancer,0,2,0,1,0,0,1,0,0,0
DandN Haveli,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Other prolonged illness,0,0,1,0,0,0,1,0,0,0
DandN Haveli,2014,Death of dear person,0,0,1,0,1,0,0,0,0,0
DandN Haveli,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Fall in social reputation,0,0,0,0,0,0,1,1,0,0
DandN Haveli,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Love affairs,0,3,0,0,0,0,2,0,0,0
DandN Haveli,2014,Poverty,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Unemployment,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0
DandN Haveli,2014,Causes not known,0,1,2,0,0,0,2,0,0,0
DandN Haveli,2014,Other causes,0,11,7,7,4,0,14,2,1,2
DandN Haveli,2014,Total,1,19,12,8,5,0,24,4,1,2
Daman and Diu,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Divorce,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Others,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Failure in Examination,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Other Family problems,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Illness,0,0,0,0,0,0,1,0,0,0
Daman and Diu,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Cancer,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Insanity/Mental illness,0,0,0,0,0,0,1,0,0,0
Daman and Diu,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Love affairs,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Poverty,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Unemployment,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0
Daman and Diu,2014,Causes not known,0,10,7,1,1,0,2,2,0,0
Daman and Diu,2014,Other causes,0,1,1,1,0,0,0,0,0,0
Daman and Diu,2014,Total,0,11,8,2,1,0,3,2,0,0
Delhi UT,2014,Bankruptcy or indebtedness,0,0,1,4,0,0,0,0,0,0
Delhi UT,2014,Marriage Related Issues,0,38,16,1,1,1,124,22,2,0
Delhi UT,2014,Non Settlement of Marriage,0,8,3,0,0,0,25,3,0,0
Delhi UT,2014,Dowry Related Issues,0,0,0,0,0,0,67,6,0,0
Delhi UT,2014,Extra Marital affairs,0,3,3,0,0,0,4,1,0,0
Delhi UT,2014,Divorce,0,1,0,0,0,0,0,0,0,0
Delhi UT,2014,Others,0,26,10,1,1,1,28,12,2,0
Delhi UT,2014,Failure in Examination,0,33,2,0,0,6,8,0,0,0
Delhi UT,2014,Impotency/Infertility,0,0,2,0,0,0,0,0,2,0
Delhi UT,2014,Other Family problems,2,107,77,31,6,5,67,28,7,3
Delhi UT,2014,Illness,2,37,26,12,22,0,17,21,2,16
Delhi UT,2014,AIDS/STD,0,1,1,1,2,0,1,2,0,2
Delhi UT,2014,Cancer,0,0,0,0,7,0,0,0,0,5
Delhi UT,2014,Paralysis,0,0,0,0,2,0,0,0,0,2
Delhi UT,2014,Insanity/Mental illness,0,3,3,4,3,0,3,1,1,4
Delhi UT,2014,Other prolonged illness,2,33,22,7,8,0,13,18,1,3
Delhi UT,2014,Death of dear person,0,0,1,1,0,0,1,1,0,0
Delhi UT,2014,Drug abuse/addiction,0,17,15,1,0,0,0,1,0,0
Delhi UT,2014,Fall in social reputation,0,0,2,0,0,0,0,0,0,0
Delhi UT,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Love affairs,0,36,3,0,0,1,25,0,0,0
Delhi UT,2014,Poverty,0,2,0,1,0,0,0,0,0,0
Delhi UT,2014,Unemployment,0,10,6,2,0,0,2,0,0,0
Delhi UT,2014,Property dispute,0,1,1,0,0,0,0,0,1,0
Delhi UT,2014,Suspected/Illicit relation,0,0,0,0,1,0,0,0,0,0
Delhi UT,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,1,1,0,0
Delhi UT,2014,Professional/Career Problem,0,4,3,5,0,0,1,0,0,0
Delhi UT,2014,Causes not known,5,197,134,58,14,4,95,31,3,4
Delhi UT,2014,Other causes,9,249,126,89,11,6,105,43,13,1
Delhi UT,2014,Total,18,731,415,205,55,23,446,148,30,24
Lakshadweep,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Marriage Related Issues,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Divorce,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Failure in Examination,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Family problems,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Illness,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Cancer,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Paralysis,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Drug abuse/addiction,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Love affairs,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Poverty,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Unemployment,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Property dispute,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0
